RowID,Date,Year,Location,IndicatorName,IndicatorValue,IndicatorID,IndicatorID_old,IndicatorTable
Tampa. FL_B23002H_066E_2010,01/01/2010 12:00:00 AM,2010,Tampa. FL,"Estimate; Female: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",6162,B23002H_066E,HD01_VD66,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
Tampa. FL_Calculation: (B23002H_045E+B23002H_052E+B23002H_059E+B23002H_066E)/(B23002H_044E+B23002H_051E+B23002H_058E+B23002H_065E)_2010,01/01/2010 12:00:00 AM,2010,Tampa. FL,"Workforce participation rate (Female, White alone, not Hispanic or Latino)",74,Calculation: (B23002H_045E+B23002H_052E+B23002H_059E+B23002H_066E)/(B23002H_044E+B23002H_051E+B23002H_058E+B23002H_065E),Calculation: (HD01_VD45+HD01_VD52+HD01_VD59+HD01_VD66)/(HD01_VD44+HD01_VD51+HD01_VD58+HD01_VD65),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
Tampa. FL_Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E)_2010,01/01/2010 12:00:00 AM,2010,Tampa. FL,"Workforce participation rate (Male, White alone, not Hispanic or Latino)",82,Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E),Calculation: (HD01_VD04+HD01_VD11+HD01_VD18+HD01_VD25)/(HD01_VD03+HD01_VD10+HD01_VD17+HD01_VD24),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
Tampa. FL_B23002H_059E_2010,01/01/2010 12:00:00 AM,2010,Tampa. FL,"Estimate; Female: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",29910,B23002H_059E,HD01_VD59,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
Tampa. FL_B23002H_025E_2010,01/01/2010 12:00:00 AM,2010,Tampa. FL,"Estimate; Male: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",7347,B23002H_025E,HD01_VD25,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
Tampa. FL_B23002H_058E_2010,01/01/2010 12:00:00 AM,2010,Tampa. FL,"Estimate; Female: - 25 to 54 years: (White alone, not Hispanic or Latino)",37155,B23002H_058E,HD01_VD58,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
Tampa. FL_B23002H_004E_2010,01/01/2010 12:00:00 AM,2010,Tampa. FL,"Estimate; Male: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",900,B23002H_004E,HD01_VD04,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
Tampa. FL_B23002H_065E_2010,01/01/2010 12:00:00 AM,2010,Tampa. FL,"Estimate; Female: - 55 to 64 years: (White alone, not Hispanic or Latino)",9732,B23002H_065E,HD01_VD65,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_B23002H_052E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Estimate; Female: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",4767,B23002H_052E,HD01_VD52,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_B23002H_010E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Estimate; Male: - 20 to 24 years: (White alone, not Hispanic or Latino)",7873,B23002H_010E,HD01_VD10,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_B23002H_045E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Estimate; Female: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",396,B23002H_045E,HD01_VD45,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_B23002H_011E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Estimate; Male: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",4502,B23002H_011E,HD01_VD11,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_B23002H_051E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Estimate; Female: - 20 to 24 years: (White alone, not Hispanic or Latino)",6872,B23002H_051E,HD01_VD51,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_B23002H_018E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Estimate; Male: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",42247,B23002H_018E,HD01_VD18,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_B23002H_044E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Estimate; Female: - 16 to 19 years: (White alone, not Hispanic or Latino)",3576,B23002H_044E,HD01_VD44,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_B23002H_024E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Estimate; Male: - 55 to 64 years: (White alone, not Hispanic or Latino)",7112,B23002H_024E,HD01_VD24,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_B23002H_017E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Estimate; Male: - 25 to 54 years: (White alone, not Hispanic or Latino)",44814,B23002H_017E,HD01_VD17,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_B23002H_003E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Estimate; Male: - 16 to 19 years: (White alone, not Hispanic or Latino)",3961,B23002H_003E,HD01_VD03,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_B23002H_066E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Estimate; Female: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",4337,B23002H_066E,HD01_VD66,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_Calculation: (B23002H_045E+B23002H_052E+B23002H_059E+B23002H_066E)/(B23002H_044E+B23002H_051E+B23002H_058E+B23002H_065E)_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Workforce participation rate (Female, White alone, not Hispanic or Latino)",76,Calculation: (B23002H_045E+B23002H_052E+B23002H_059E+B23002H_066E)/(B23002H_044E+B23002H_051E+B23002H_058E+B23002H_065E),Calculation: (HD01_VD45+HD01_VD52+HD01_VD59+HD01_VD66)/(HD01_VD44+HD01_VD51+HD01_VD58+HD01_VD65),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E)_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Workforce participation rate (Male, White alone, not Hispanic or Latino)",82,Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E),Calculation: (HD01_VD04+HD01_VD11+HD01_VD18+HD01_VD25)/(HD01_VD03+HD01_VD10+HD01_VD17+HD01_VD24),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_B23002H_059E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Estimate; Female: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",33274,B23002H_059E,HD01_VD59,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_B23002H_025E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Estimate; Male: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",5145,B23002H_025E,HD01_VD25,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_B23002H_058E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Estimate; Female: - 25 to 54 years: (White alone, not Hispanic or Latino)",38673,B23002H_058E,HD01_VD58,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_B23002H_004E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Estimate; Male: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",490,B23002H_004E,HD01_VD04,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Atlanta, GA_B23002H_065E_2010",01/01/2010 12:00:00 AM,2010,"Atlanta, GA","Estimate; Female: - 55 to 64 years: (White alone, not Hispanic or Latino)",7229,B23002H_065E,HD01_VD65,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_B23002H_052E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Estimate; Female: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",10948,B23002H_052E,HD01_VD52,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_B23002H_010E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Estimate; Male: - 20 to 24 years: (White alone, not Hispanic or Latino)",12947,B23002H_010E,HD01_VD10,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_B23002H_045E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Estimate; Female: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",4839,B23002H_045E,HD01_VD45,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_B23002H_011E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Estimate; Male: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",11584,B23002H_011E,HD01_VD11,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_B23002H_051E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Estimate; Female: - 20 to 24 years: (White alone, not Hispanic or Latino)",13155,B23002H_051E,HD01_VD51,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_B23002H_018E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Estimate; Male: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",77621,B23002H_018E,HD01_VD18,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_B23002H_044E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Estimate; Female: - 16 to 19 years: (White alone, not Hispanic or Latino)",9549,B23002H_044E,HD01_VD44,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_B23002H_024E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Estimate; Male: - 55 to 64 years: (White alone, not Hispanic or Latino)",26304,B23002H_024E,HD01_VD24,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_B23002H_017E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Estimate; Male: - 25 to 54 years: (White alone, not Hispanic or Latino)",86306,B23002H_017E,HD01_VD17,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_B23002H_003E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Estimate; Male: - 16 to 19 years: (White alone, not Hispanic or Latino)",9475,B23002H_003E,HD01_VD03,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_B23002H_066E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Estimate; Female: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",16992,B23002H_066E,HD01_VD66,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_Calculation: (B23002H_045E+B23002H_052E+B23002H_059E+B23002H_066E)/(B23002H_044E+B23002H_051E+B23002H_058E+B23002H_065E)_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Workforce participation rate (Female, White alone, not Hispanic or Latino)",72,Calculation: (B23002H_045E+B23002H_052E+B23002H_059E+B23002H_066E)/(B23002H_044E+B23002H_051E+B23002H_058E+B23002H_065E),Calculation: (HD01_VD45+HD01_VD52+HD01_VD59+HD01_VD66)/(HD01_VD44+HD01_VD51+HD01_VD58+HD01_VD65),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E)_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Workforce participation rate (Male, White alone, not Hispanic or Latino)",83,Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E),Calculation: (HD01_VD04+HD01_VD11+HD01_VD18+HD01_VD25)/(HD01_VD03+HD01_VD10+HD01_VD17+HD01_VD24),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_B23002H_059E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Estimate; Female: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",67808,B23002H_059E,HD01_VD59,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_B23002H_025E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Estimate; Male: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",17472,B23002H_025E,HD01_VD25,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_B23002H_058E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Estimate; Female: - 25 to 54 years: (White alone, not Hispanic or Latino)",87783,B23002H_058E,HD01_VD58,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_B23002H_004E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Estimate; Male: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",4826,B23002H_004E,HD01_VD04,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Louisville, KY_B23002H_065E_2010",01/01/2010 12:00:00 AM,2010,"Louisville, KY","Estimate; Female: - 55 to 64 years: (White alone, not Hispanic or Latino)",28859,B23002H_065E,HD01_VD65,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_052E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Estimate; Female: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",5803,B23002H_052E,HD01_VD52,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_010E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Estimate; Male: - 20 to 24 years: (White alone, not Hispanic or Latino)",8740,B23002H_010E,HD01_VD10,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_045E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Estimate; Female: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",2038,B23002H_045E,HD01_VD45,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_011E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Estimate; Male: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",5486,B23002H_011E,HD01_VD11,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_051E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Estimate; Female: - 20 to 24 years: (White alone, not Hispanic or Latino)",6880,B23002H_051E,HD01_VD51,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Miami, FL_B23001_120E_2010",01/01/2010 12:00:00 AM,2010,"Miami, FL",Estimate; Female: - 30 to 34 years: (All),14968,B23001_120E,HD01_VD120,B23001: Sex by age by employment status
"Baton Rouge, LA_B23002H_018E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Estimate; Male: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",15360,B23002H_018E,HD01_VD18,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_044E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Estimate; Female: - 16 to 19 years: (White alone, not Hispanic or Latino)",4118,B23002H_044E,HD01_VD44,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_024E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Estimate; Male: - 55 to 64 years: (White alone, not Hispanic or Latino)",4477,B23002H_024E,HD01_VD24,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_017E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Estimate; Male: - 25 to 54 years: (White alone, not Hispanic or Latino)",16970,B23002H_017E,HD01_VD17,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_003E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Estimate; Male: - 16 to 19 years: (White alone, not Hispanic or Latino)",2528,B23002H_003E,HD01_VD03,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_066E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Estimate; Female: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",3803,B23002H_066E,HD01_VD66,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_Calculation: (B23002H_045E+B23002H_052E+B23002H_059E+B23002H_066E)/(B23002H_044E+B23002H_051E+B23002H_058E+B23002H_065E)_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Workforce participation rate (Female, White alone, not Hispanic or Latino)",74,Calculation: (B23002H_045E+B23002H_052E+B23002H_059E+B23002H_066E)/(B23002H_044E+B23002H_051E+B23002H_058E+B23002H_065E),Calculation: (HD01_VD45+HD01_VD52+HD01_VD59+HD01_VD66)/(HD01_VD44+HD01_VD51+HD01_VD58+HD01_VD65),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E)_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Workforce participation rate (Male, White alone, not Hispanic or Latino)",75,Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E),Calculation: (HD01_VD04+HD01_VD11+HD01_VD18+HD01_VD25)/(HD01_VD03+HD01_VD10+HD01_VD17+HD01_VD24),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_059E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Estimate; Female: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",11892,B23002H_059E,HD01_VD59,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_025E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Estimate; Male: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",2723,B23002H_025E,HD01_VD25,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_058E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Estimate; Female: - 25 to 54 years: (White alone, not Hispanic or Latino)",15000,B23002H_058E,HD01_VD58,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_004E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Estimate; Male: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",1080,B23002H_004E,HD01_VD04,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_065E_2010",01/01/2010 12:00:00 AM,2010,"Baton Rouge, LA","Estimate; Female: - 55 to 64 years: (White alone, not Hispanic or Latino)",5717,B23002H_065E,HD01_VD65,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_052E_2010",01/01/2010 12:00:00 AM,2010,"New Orleans, LA","Estimate; Female: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",3353,B23002H_052E,HD01_VD52,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_010E_2010",01/01/2010 12:00:00 AM,2010,"New Orleans, LA","Estimate; Male: - 20 to 24 years: (White alone, not Hispanic or Latino)",5169,B23002H_010E,HD01_VD10,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_045E_2010",01/01/2010 12:00:00 AM,2010,"New Orleans, LA","Estimate; Female: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",839,B23002H_045E,HD01_VD45,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_011E_2010",01/01/2010 12:00:00 AM,2010,"New Orleans, LA","Estimate; Male: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",3360,B23002H_011E,HD01_VD11,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_051E_2010",01/01/2010 12:00:00 AM,2010,"New Orleans, LA","Estimate; Female: - 20 to 24 years: (White alone, not Hispanic or Latino)",4522,B23002H_051E,HD01_VD51,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_018E_2010",01/01/2010 12:00:00 AM,2010,"New Orleans, LA","Estimate; Male: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",24490,B23002H_018E,HD01_VD18,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_044E_2010",01/01/2010 12:00:00 AM,2010,"New Orleans, LA","Estimate; Female: - 16 to 19 years: (White alone, not Hispanic or Latino)",3302,B23002H_044E,HD01_VD44,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_024E_2010",01/01/2010 12:00:00 AM,2010,"New Orleans, LA","Estimate; Male: - 55 to 64 years: (White alone, not Hispanic or Latino)",7710,B23002H_024E,HD01_VD24,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_017E_2010",01/01/2010 12:00:00 AM,2010,"New Orleans, LA","Estimate; Male: - 25 to 54 years: (White alone, not Hispanic or Latino)",27193,B23002H_017E,HD01_VD17,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_003E_2010",01/01/2010 12:00:00 AM,2010,"New Orleans, LA","Estimate; Male: - 16 to 19 years: (White alone, not Hispanic or Latino)",2367,B23002H_003E,HD01_VD03,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_066E_2010",01/01/2010 12:00:00 AM,2010,"New Orleans, LA","Estimate; Female: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",4224,B23002H_066E,HD01_VD66,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_Calculation: (B23002H_045E+B23002H_052E+B23002H_059E+B23002H_066E)/(B23002H_044E+B23002H_051E+B23002H_058E+B23002H_065E)_2010",01/01/2010 12:00:00 AM,2010,"New Orleans, LA","Workforce participation rate (Female, White alone, not Hispanic or Latino)",72,Calculation: (B23002H_045E+B23002H_052E+B23002H_059E+B23002H_066E)/(B23002H_044E+B23002H_051E+B23002H_058E+B23002H_065E),Calculation: (HD01_VD45+HD01_VD52+HD01_VD59+HD01_VD66)/(HD01_VD44+HD01_VD51+HD01_VD58+HD01_VD65),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E)_2010",01/01/2010 12:00:00 AM,2010,"New Orleans, LA","Workforce participation rate (Male, White alone, not Hispanic or Latino)",81,Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E),Calculation: (HD01_VD04+HD01_VD11+HD01_VD18+HD01_VD25)/(HD01_VD03+HD01_VD10+HD01_VD17+HD01_VD24),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
